"cd_mun","date","dengue"
150080,"2019-12-22",0
150110,"2019-12-22",0
150120,"2019-12-22",0
150130,"2019-12-22",0
150140,"2019-12-22",0.27
150150,"2019-12-22",0
150178,"2019-12-22",0
150210,"2019-12-22",0
150309,"2019-12-22",0
150330,"2019-12-22",0
150380,"2019-12-22",0
150400,"2019-12-22",0
150442,"2019-12-22",0
150460,"2019-12-22",0
150470,"2019-12-22",1.22
150506,"2019-12-22",0
150520,"2019-12-22",0
150635,"2019-12-22",0
150795,"2019-12-22",0
150810,"2019-12-22",0
150010,"2019-12-29",0
150080,"2019-12-29",0
150110,"2019-12-29",0
150120,"2019-12-29",0
150130,"2019-12-29",0
150140,"2019-12-29",0.4
150150,"2019-12-29",0
150178,"2019-12-29",0
150210,"2019-12-29",0
150309,"2019-12-29",0
150330,"2019-12-29",0
150380,"2019-12-29",0
150400,"2019-12-29",0
150442,"2019-12-29",0
150460,"2019-12-29",0
150470,"2019-12-29",0
150506,"2019-12-29",0
150520,"2019-12-29",0
150635,"2019-12-29",0
150795,"2019-12-29",0
150810,"2019-12-29",0
150010,"2020-01-05",0
150080,"2020-01-05",0
150110,"2020-01-05",0
150120,"2020-01-05",0
150130,"2020-01-05",0
150140,"2020-01-05",0
150150,"2020-01-05",0
150178,"2020-01-05",0
150210,"2020-01-05",0
150309,"2020-01-05",0
150330,"2020-01-05",0
150380,"2020-01-05",0
150400,"2020-01-05",0
150442,"2020-01-05",0
150460,"2020-01-05",0
150470,"2020-01-05",0
150506,"2020-01-05",0
150520,"2020-01-05",0
150635,"2020-01-05",0
150795,"2020-01-05",0
150810,"2020-01-05",0
