"cd_mun","year_month","ndvi"
"1501105","2020-08",0.0226238829143223
"1501204","2020-08",0.0216453924173309
"1501303","2020-08",0.0168078444518941
"1501402","2020-08",0.0133054087604185
"1501501","2020-08",0.021888877755511
"1501782","2020-08",0.0202361883207956
"1502103","2020-08",0.020120600542979
"1503093","2020-08",0.0206177805575411
"1503309","2020-08",0.020607408685829
"1503804","2020-08",0.0189520813013246
"1504000","2020-08",0.0181764154528182
"1504422","2020-08",0.0210483596597813
"1504604","2020-08",0.0212588988568948
"1504703","2020-08",0.0224263502601214
"1505064","2020-08",0.0203285387141728
"1505205","2020-08",0.0216451822704953
"1506351","2020-08",0.0223784424379233
"1507953","2020-08",0.0217380001127015
"1508100","2020-08",0.0194800298155165
"1500107","2020-09",0.0204526415841584
"1500800","2020-09",0.0197471046393498
"1501105","2020-09",0.0220243029672647
"1501204","2020-09",0.0203591327515243
"1501303","2020-09",0.0177084386078794
"1501402","2020-09",0.0137658952105432
"1501501","2020-09",0.021508599261001
"1501782","2020-09",0.0189830587931007
"1502103","2020-09",0.0191944208624023
"1503093","2020-09",0.0200389114606742
"1503309","2020-09",0.019650916522961
"1503804","2020-09",0.0188958682899136
"1504000","2020-09",0.0175068596521146
"1504422","2020-09",0.0208318885448916
"1504604","2020-09",0.0202264893301719
"1504703","2020-09",0.0210473963492288
"1505064","2020-09",0.0197880293562166
"1505205","2020-09",0.0215861649225617
"1506351","2020-09",0.0219009163802978
"1507953","2020-09",0.0207157648447849
"1508100","2020-09",0.0190903549815959
"1500107","2020-10",0.0190629277036447
"1500800","2020-10",0.0198061012403621
"1501105","2020-10",0.0209842324632712
"1501204","2020-10",0.0209692902403747
"1501303","2020-10",0.0164911688942892
"1501402","2020-10",0.0134734339305038
"1501501","2020-10",0.0213544418370768
"1501782","2020-10",0.0191263459625339
"1502103","2020-10",0.0195940988801576
"1503093","2020-10",0.0191320574886536
"1503309","2020-10",0.0198361185898451
"1503804","2020-10",0.018091598603965
"1504000","2020-10",0.0174335729094679
"1504422","2020-10",0.0207615289765721
"1504604","2020-10",0.0209193936225823
"1504703","2020-10",0.0217672260694158
"1505064","2020-10",0.0184728752847473
"1505205","2020-10",0.0203893439961723
"1506351","2020-10",0.0219798780487805
"1507953","2020-10",0.0213186733090847
"1508100","2020-10",0.0186565241245764
"1500107","2020-11",0.0182485713056201
"1500800","2020-11",0.0199686546933243
"1501105","2020-11",0.0205237048434009
"1501204","2020-11",0.0217912345587691
"1501303","2020-11",0.0166849231068717
"1501402","2020-11",0.0136897236826018
"1501501","2020-11",0.0217211671270718
"1501782","2020-11",0.0210318093533078
"1502103","2020-11",0.0199549358464293
"1503093","2020-11",0.0206181763476997
"1503309","2020-11",0.0192678027213804
"1503804","2020-11",0.0186610372340426
"1504000","2020-11",0.0172902720853291
"1504422","2020-11",0.0208306184935701
"1504604","2020-11",0.0206960709632154
"1504703","2020-11",0.021703928425858
"1505064","2020-11",0.0208113793634497
"1505205","2020-11",0.0200594338827298
"1506351","2020-11",0.0221750517360313
"1507953","2020-11",0.021073107106924
"1508100","2020-11",0.0204672838692673
"1500107","2020-12",0.0185692409056423
"1500800","2020-12",0.0196184641638225
"1501105","2020-12",0.0208989307941047
"1501204","2020-12",0.0218237283583693
"1501303","2020-12",0.0162098068857895
"1501402","2020-12",0.0133061872406951
"1501501","2020-12",0.0214737643872715
"1501782","2020-12",0.0212112773673151
"1502103","2020-12",0.0200197246251137
"1503093","2020-12",0.0213263707357172
"1503309","2020-12",0.0199427078354523
"1503804","2020-12",0.0211764416394305
"1504000","2020-12",0.0172565572354212
"1504422","2020-12",0.0204630188679245
"1504604","2020-12",0.0212930559757943
"1504703","2020-12",0.0222173061593813
"1505064","2020-12",0.0204990018824147
"1505205","2020-12",0.0207154836828837
"1506351","2020-12",0.0218322861728961
"1507953","2020-12",0.0217215974896159
"1508100","2020-12",0.0201851564580559
