"CD_MUN","year_month","mean_NDVI"
"1501204","2021-05",0.0218383350462487
"1501303","2021-05",0.0164132848262902
"1501402","2021-05",0.0131234243444792
"1501501","2021-05",0.0213420908780321
"1501782","2021-05",0.0213246937293197
"1502103","2021-05",0.0204163383038987
"1503093","2021-05",0.0219344018911683
"1503309","2021-05",0.0206581199835031
"1503804","2021-05",0.0207860582536527
"1504000","2021-05",0.0177042929947309
"1504422","2021-05",0.0210019547953574
"1504604","2021-05",0.0216044955262966
"1504703","2021-05",0.023102391649962
"1505064","2021-05",0.0215302052508324
"1505205","2021-05",0.0215674499332443
"1506351","2021-05",0.0212553472222222
"1507953","2021-05",0.0229779046757506
"1508100","2021-05",0.0197531823494109
"1500107","2021-06",0.0186619330276732
"1500800","2021-06",0.0197770565775772
"1501105","2021-06",0.0220696208585756
"1501204","2021-06",0.0212876261479904
"1501303","2021-06",0.0163711479435236
"1501402","2021-06",0.0130650837099752
"1501501","2021-06",0.0214807224730809
"1501782","2021-06",0.0215362377771323
"1502103","2021-06",0.0201277218798474
"1503093","2021-06",0.0215316747916914
"1503309","2021-06",0.0200312567448249
"1503804","2021-06",0.0206767680934099
"1504000","2021-06",0.0174996241778891
"1504422","2021-06",0.0204814330218069
"1504604","2021-06",0.0211084722120255
"1504703","2021-06",0.0220037813202066
"1505064","2021-06",0.021050427844247
"1505205","2021-06",0.0207920741599073
"1506351","2021-06",0.021685124354763
"1507953","2021-06",0.0213809252131915
"1508100","2021-06",0.0198609600889658
"1500107","2021-07",0.0191520353843745
"1500800","2021-07",0.0204094320823647
"1501105","2021-07",0.0225408851664348
"1501204","2021-07",0.022502549494612
"1501303","2021-07",0.0167667018976699
"1501402","2021-07",0.0133610936294009
"1501501","2021-07",0.0224401872283517
"1501782","2021-07",0.0217481593480925
"1502103","2021-07",0.0207608354822073
"1503093","2021-07",0.0219753267595086
"1503309","2021-07",0.0207992419217284
"1503804","2021-07",0.0208370230330529
"1504000","2021-07",0.0179446923076923
"1504422","2021-07",0.0215087697929354
"1504604","2021-07",0.021853477131727
"1504703","2021-07",0.0232968293740664
"1505064","2021-07",0.021496471897471
"1505205","2021-07",0.0219001092842696
"1506351","2021-07",0.0226451247165533
"1507953","2021-07",0.0229619846940933
"1508100","2021-07",0.0203262620081992
"1500107","2021-08",0.0192316776264287
"1500800","2021-08",0.0203973516594033
"1501105","2021-08",0.0230856254178658
"1501204","2021-08",0.0219073359336411
"1501303","2021-08",0.0169146013864818
"1501402","2021-08",0.013651585598474
"1501501","2021-08",0.0222563801208865
"1501782","2021-08",0.0212021287476827
"1502103","2021-08",0.0206234800362976
"1503093","2021-08",0.0212324054112321
"1503309","2021-08",0.0206938711714556
"1503804","2021-08",0.0202333724358771
"1504000","2021-08",0.017786894174716
"1504422","2021-08",0.0213648599269184
"1504604","2021-08",0.0216581356425557
"1504703","2021-08",0.022794488986936
"1505064","2021-08",0.0205342125946989
"1505205","2021-08",0.0222024965873394
"1506351","2021-08",0.022672777268561
"1507953","2021-08",0.0218426811850385
"1508100","2021-08",0.0198389960411718
"1500107","2021-09",0.0199801912625858
"1500800","2021-09",0.0203433367591641
"1501105","2021-09",0.0218908963830159
"1501204","2021-09",0.0219088637418955
"1501303","2021-09",0.0171408641227539
"1501402","2021-09",0.0135690697121104
"1501501","2021-09",0.0218460685483871
"1501782","2021-09",0.0205268735669833
"1502103","2021-09",0.020377647009196
"1503093","2021-09",0.0209176329841287
"1503309","2021-09",0.020869946148141
"1503804","2021-09",0.0193670844534441
"1504000","2021-09",0.0180222404915408
"1504422","2021-09",0.0210443292682927
"1504604","2021-09",0.0215459495351926
"1504703","2021-09",0.0225985144072126
"1505064","2021-09",0.0192871960491435
"1505205","2021-09",0.0213872001058936
"1506351","2021-09",0.0222170188065939
"1507953","2021-09",0.022023615589117
"1508100","2021-09",0.0196165110597999
"1500107","2021-10",0.0199665005537099
"1500800","2021-10",0.0196181770560503
"1501105","2021-10",0.0210914390551044
"1501204","2021-10",0.0203931091977586
"1501303","2021-10",0.0174700754005655
"1501402","2021-10",0.0145837837837838
"1501501","2021-10",0.0206453365384615
"1501782","2021-10",0.0188940937903686
"1502103","2021-10",0.0198293672366927
"1503093","2021-10",0.0186723111746044
"1503309","2021-10",0.0194463768781877
"1503804","2021-10",0.0176953861892583
"1504000","2021-10",0.0173444512381535
"1504422","2021-10",0.0196544660194175
"1504604","2021-10",0.0201957324529225
"1504703","2021-10",0.0208005283519399
"1505064","2021-10",0.0188582746889786
"1505205","2021-10",0.0205954849940505
"1506351","2021-10",0.0213183362218371
"1507953","2021-10",0.0204920623902658
"1508100","2021-10",0.0181778553375858
"1500107","2021-11",0.0187273270324455
"1500800","2021-11",0.019325302530253
"1501105","2021-11",0.0214267336416837
"1501204","2021-11",0.0202434000611915
"1501303","2021-11",0.016500980943136
"1501402","2021-11",0.0133799949096462
"1501501","2021-11",0.0211926595352269
"1501782","2021-11",0.0200489408455656
"1502103","2021-11",0.0192843983790524
"1503093","2021-11",0.0204681865481033
"1503309","2021-11",0.0202715623741104
"1503804","2021-11",0.0189136457210077
"1504000","2021-11",0.0170114151194812
"1504422","2021-11",0.0203339237057221
"1504604","2021-11",0.0202338251887857
"1504703","2021-11",0.022056493208313
"1505064","2021-11",0.0202172451020209
"1505205","2021-11",0.0204304206950614
"1506351","2021-11",0.0216396942918557
"1507953","2021-11",0.0214494245258309
"1508100","2021-11",0.0187880257921515
"1500107","2021-12",0.0182554089984881
"1500800","2021-12",0.0193634266886326
"1501105","2021-12",0.0206350913915094
"1501204","2021-12",0.0211188603466401
"1501303","2021-12",0.0164719507242453
"1501402","2021-12",0.0130888156399182
"1501501","2021-12",0.0205700733074601
"1501782","2021-12",0.0200914614870205
"1502103","2021-12",0.0198509023244824
"1503093","2021-12",0.0202176731301939
"1503309","2021-12",0.0197738169798191
"1503804","2021-12",0.0195628320610687
"1504000","2021-12",0.0167388184544163
"1504422","2021-12",0.0196289962825279
"1504604","2021-12",0.0207974310894431
"1504703","2021-12",0.0211099539582603
"1505064","2021-12",0.0194077940091224
"1505205","2021-12",0.0204516835448447
"1506351","2021-12",0.0210913981857992
"1507953","2021-12",0.0208657354877925
"1508100","2021-12",0.0189795261788986
