"cd_mun","date","dengue"
150010,"2020-08-03",0
150080,"2020-08-03",0
150110,"2020-08-03",0
150120,"2020-08-03",0
150130,"2020-08-03",0
150140,"2020-08-03",0
150150,"2020-08-03",0
150178,"2020-08-03",0
150210,"2020-08-03",0
150309,"2020-08-03",0
150330,"2020-08-03",0
150380,"2020-08-03",0
150400,"2020-08-03",0
150442,"2020-08-03",0
150460,"2020-08-03",0
150470,"2020-08-03",0
150506,"2020-08-03",0
150520,"2020-08-03",0
150635,"2020-08-03",0
150795,"2020-08-03",0
150810,"2020-08-03",0
150010,"2020-08-10",0
150080,"2020-08-10",0
150110,"2020-08-10",0
150120,"2020-08-10",0
150130,"2020-08-10",0
150140,"2020-08-10",0.07
150150,"2020-08-10",0
150178,"2020-08-10",0
150210,"2020-08-10",0
150309,"2020-08-10",0
150330,"2020-08-10",0
150380,"2020-08-10",0
150400,"2020-08-10",0
150442,"2020-08-10",0
150460,"2020-08-10",0
150470,"2020-08-10",0
150506,"2020-08-10",0
150520,"2020-08-10",0
150635,"2020-08-10",0
150795,"2020-08-10",0
150810,"2020-08-10",0
150010,"2020-08-17",0
150080,"2020-08-17",0
150110,"2020-08-17",0
150120,"2020-08-17",0
150130,"2020-08-17",0
150140,"2020-08-17",0
150150,"2020-08-17",0
150178,"2020-08-17",0
150210,"2020-08-17",0
150309,"2020-08-17",0
150330,"2020-08-17",0
150380,"2020-08-17",0
150400,"2020-08-17",0
150442,"2020-08-17",0
150460,"2020-08-17",0
150470,"2020-08-17",0
150506,"2020-08-17",0
150520,"2020-08-17",0
150635,"2020-08-17",0
150795,"2020-08-17",0
150810,"2020-08-17",0
150010,"2020-08-24",0
150080,"2020-08-24",0
150110,"2020-08-24",0
150120,"2020-08-24",0
150130,"2020-08-24",0
150140,"2020-08-24",0.13
150150,"2020-08-24",0
150178,"2020-08-24",0
150210,"2020-08-24",0
150309,"2020-08-24",0
150330,"2020-08-24",0
150380,"2020-08-24",0
150400,"2020-08-24",0
150442,"2020-08-24",0
150460,"2020-08-24",0
150470,"2020-08-24",0
150506,"2020-08-24",0
150520,"2020-08-24",0
150635,"2020-08-24",0
150795,"2020-08-24",0
150810,"2020-08-24",0
150010,"2020-08-31",0
150080,"2020-08-31",0
150110,"2020-08-31",0
150120,"2020-08-31",0
150130,"2020-08-31",0
150140,"2020-08-31",0
150150,"2020-08-31",0
150178,"2020-08-31",0
150210,"2020-08-31",0
150309,"2020-08-31",0
150330,"2020-08-31",0
150380,"2020-08-31",0
150400,"2020-08-31",0
150442,"2020-08-31",0.75
150460,"2020-08-31",0
150470,"2020-08-31",0
150506,"2020-08-31",0
150520,"2020-08-31",0
150635,"2020-08-31",0
150795,"2020-08-31",0
150810,"2020-08-31",0
150010,"2020-09-07",0
150080,"2020-09-07",0
150110,"2020-09-07",0
150120,"2020-09-07",0
150130,"2020-09-07",0
150140,"2020-09-07",0.13
150150,"2020-09-07",0
150178,"2020-09-07",0
150210,"2020-09-07",0
150309,"2020-09-07",0
150330,"2020-09-07",0
150380,"2020-09-07",0
150400,"2020-09-07",0
150442,"2020-09-07",0
150460,"2020-09-07",0
150470,"2020-09-07",0
150506,"2020-09-07",0
150520,"2020-09-07",0
150635,"2020-09-07",0
150795,"2020-09-07",0
150810,"2020-09-07",0
150010,"2020-09-14",0
150080,"2020-09-14",0
150110,"2020-09-14",0
150120,"2020-09-14",0
150130,"2020-09-14",0
150140,"2020-09-14",0.07
150150,"2020-09-14",0
150178,"2020-09-14",0
150210,"2020-09-14",0
150309,"2020-09-14",0
150330,"2020-09-14",0
150380,"2020-09-14",1.67
150400,"2020-09-14",0
150442,"2020-09-14",0
150460,"2020-09-14",0
150470,"2020-09-14",0
150506,"2020-09-14",0
150520,"2020-09-14",0
150635,"2020-09-14",0
150795,"2020-09-14",0
150810,"2020-09-14",0
150010,"2020-09-21",0
150080,"2020-09-21",0
150110,"2020-09-21",0
150120,"2020-09-21",0
150130,"2020-09-21",0
150140,"2020-09-21",0.13
150150,"2020-09-21",0
150178,"2020-09-21",0
150210,"2020-09-21",0
150309,"2020-09-21",0
150330,"2020-09-21",0
150380,"2020-09-21",0
150400,"2020-09-21",0
150442,"2020-09-21",0
150460,"2020-09-21",0
150470,"2020-09-21",0
150506,"2020-09-21",0
150520,"2020-09-21",0
150635,"2020-09-21",0
150795,"2020-09-21",0
150810,"2020-09-21",0
150010,"2020-09-28",0
150080,"2020-09-28",0
150110,"2020-09-28",0
150120,"2020-09-28",0
150130,"2020-09-28",0
150140,"2020-09-28",0.07
150150,"2020-09-28",0
150178,"2020-09-28",0
150210,"2020-09-28",0
150309,"2020-09-28",0
150330,"2020-09-28",0
150380,"2020-09-28",0
150400,"2020-09-28",0
150442,"2020-09-28",0
150460,"2020-09-28",0
150470,"2020-09-28",0
150506,"2020-09-28",0
150520,"2020-09-28",0
150635,"2020-09-28",0
150795,"2020-09-28",0
150810,"2020-09-28",0
150010,"2020-10-05",0
150080,"2020-10-05",0
150110,"2020-10-05",0
150120,"2020-10-05",0
150130,"2020-10-05",1.57
150140,"2020-10-05",0
150150,"2020-10-05",0
150178,"2020-10-05",0
150210,"2020-10-05",0
150309,"2020-10-05",0
150330,"2020-10-05",1.59
150380,"2020-10-05",0
150400,"2020-10-05",0
150442,"2020-10-05",0
150460,"2020-10-05",0
150470,"2020-10-05",0
150506,"2020-10-05",0
150520,"2020-10-05",0
150635,"2020-10-05",0
150795,"2020-10-05",0
150810,"2020-10-05",0
150010,"2020-10-12",0
150080,"2020-10-12",0
150110,"2020-10-12",0
150120,"2020-10-12",0
150130,"2020-10-12",0
150140,"2020-10-12",0
150150,"2020-10-12",0
150178,"2020-10-12",0
150210,"2020-10-12",0
150309,"2020-10-12",0
150330,"2020-10-12",0
150380,"2020-10-12",0
150400,"2020-10-12",0
150442,"2020-10-12",0
150460,"2020-10-12",0
150470,"2020-10-12",0
150506,"2020-10-12",0
150520,"2020-10-12",0
150635,"2020-10-12",0
150795,"2020-10-12",0
150810,"2020-10-12",0
150010,"2020-10-19",0
150080,"2020-10-19",0
150110,"2020-10-19",0
150120,"2020-10-19",0
150130,"2020-10-19",0
150140,"2020-10-19",0
150150,"2020-10-19",0
150178,"2020-10-19",0
150210,"2020-10-19",0
150309,"2020-10-19",0
150330,"2020-10-19",0
150380,"2020-10-19",0
150400,"2020-10-19",0
150442,"2020-10-19",0
150460,"2020-10-19",0
150470,"2020-10-19",0
150506,"2020-10-19",0
150520,"2020-10-19",0
150635,"2020-10-19",0
150795,"2020-10-19",0
150810,"2020-10-19",0
150010,"2020-10-26",0
150080,"2020-10-26",0
150110,"2020-10-26",0
150120,"2020-10-26",0
150130,"2020-10-26",0
150140,"2020-10-26",0
150150,"2020-10-26",0
150178,"2020-10-26",0
150210,"2020-10-26",0.72
150309,"2020-10-26",0
150330,"2020-10-26",0
150380,"2020-10-26",0
150400,"2020-10-26",0
150442,"2020-10-26",0.75
150460,"2020-10-26",0
150470,"2020-10-26",0
150506,"2020-10-26",0
150520,"2020-10-26",0
150635,"2020-10-26",0
150795,"2020-10-26",0
150810,"2020-10-26",0
150010,"2020-11-02",0
150080,"2020-11-02",0
150110,"2020-11-02",0
150120,"2020-11-02",0
150130,"2020-11-02",0
150140,"2020-11-02",0
150150,"2020-11-02",0
150178,"2020-11-02",0
150210,"2020-11-02",0
150309,"2020-11-02",0
150330,"2020-11-02",0
150380,"2020-11-02",0
150400,"2020-11-02",0
150442,"2020-11-02",0
150460,"2020-11-02",0
150470,"2020-11-02",0
150506,"2020-11-02",0
150520,"2020-11-02",0
150635,"2020-11-02",0
150795,"2020-11-02",0
150810,"2020-11-02",0
150010,"2020-11-09",0
150080,"2020-11-09",0
150110,"2020-11-09",0
150120,"2020-11-09",0
150130,"2020-11-09",0
150140,"2020-11-09",0.07
150150,"2020-11-09",0
150178,"2020-11-09",0
150210,"2020-11-09",0
150309,"2020-11-09",0
150330,"2020-11-09",0
150380,"2020-11-09",0
150400,"2020-11-09",0
150442,"2020-11-09",0
150460,"2020-11-09",0
150470,"2020-11-09",0
150506,"2020-11-09",0
150520,"2020-11-09",0
150635,"2020-11-09",0
150795,"2020-11-09",0
150810,"2020-11-09",0
150010,"2020-11-16",0
150080,"2020-11-16",0
150110,"2020-11-16",0
150120,"2020-11-16",0
150130,"2020-11-16",0
150140,"2020-11-16",0.07
150150,"2020-11-16",0
150178,"2020-11-16",0
150210,"2020-11-16",0
150309,"2020-11-16",0
150330,"2020-11-16",0
150380,"2020-11-16",0
150400,"2020-11-16",0
150442,"2020-11-16",0
150460,"2020-11-16",0
150470,"2020-11-16",0
150506,"2020-11-16",0
150520,"2020-11-16",0
150635,"2020-11-16",0
150795,"2020-11-16",0
150810,"2020-11-16",0
